"Unique Key","Created Date","Closed Date","Agency","Agency Name","Complaint Type","Descriptor","Location Type","Incident Zip","Incident Address","Street Name","Cross Street 1","Cross Street 2","Intersection Street 1","Intersection Street 2","Address Type","City","Landmark","Facility Type","Status","Due Date","Resolution Description","Resolution Action Updated Date","Community Board","BBL","Borough","X Coordinate (State Plane)","Y Coordinate (State Plane)","Open Data Channel Type","Park Facility Name","Park Borough","Vehicle Type","Taxi Company Borough","Taxi Pick Up Location","Bridge Highway Name","Bridge Highway Direction","Road Ramp","Bridge Highway Segment","Latitude","Longitude","Location"
"54389439","06/05/2022 12:01:42 PM","06/07/2022 09:46:19 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10312","SHOTWELL AVENUE","SHOTWELL AVENUE","SHOTWELL AVENUE","WOODROW ROAD","SHOTWELL AVENUE","WOODROW ROAD","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/06/2022 11:17:56 AM","03 STATEN ISLAND",,"STATEN ISLAND","933,652","141,989","PHONE","Unspecified","STATEN ISLAND",,,,,,,,"40.55625839544","-74.18208679797","(40.556258395444196, -74.18208679796506)"
"54383680","06/05/2022 10:02:42 AM","06/24/2022 12:43:12 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10027","218 WEST  124 STREET","WEST  124 STREET","BISHOP WILLIAM LEE BONNER SQUARE","BISHOP C M SWEET DADDY GRACE LA","BISHOP WILLIAM LEE BONNER SQUARE","BISHOP C M SWEET DADDY GRACE LA","ADDRESS","NEW YORK","WEST  124 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/08/2022 01:58:28 PM","10 MANHATTAN","1019290057","MANHATTAN","998,181","233,892","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.80864436833","-73.94967650447","(40.8086443683286, -73.9496765044727)"
"54380006","06/04/2022 01:48:58 PM","06/08/2022 02:00:43 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Street","10452","59 WEST  170 STREET","WEST  170 STREET",,"EDWARD L GRANT HIGHWAY",,"EDWARD L GRANT HIGHWAY","ADDRESS","BRONX","WEST  170 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/04/2022 10:54:15 PM","04 BRONX","2028720046","BRONX","1,006,141","245,459","ONLINE","Unspecified","BRONX",,,,,,,,"40.84037634798","-73.9208845602","(40.8403763479752, -73.92088456019877)"
"54374642","06/04/2022 09:44:09 AM","06/08/2022 01:16:12 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10001","7 AVENUE","7 AVENUE","7 AVENUE","WEST   30 STREET","7 AVENUE","WEST   30 STREET","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/06/2022 12:51:01 PM","05 MANHATTAN",,"MANHATTAN","986,339","211,964","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.74846853459","-73.99246064048","(40.748468534594956, -73.99246064048197)"
"54370700","06/03/2022 04:19:52 PM","06/08/2022 02:04:08 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Street","10463","141 WEST  231 STREET","WEST  231 STREET","BAILEY AVENUE","ALBANY CRESCENT","BAILEY AVENUE","ALBANY CRESCENT","ADDRESS","BRONX","WEST  231 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/04/2022 04:42:29 AM","08 BRONX","2032670001","BRONX","1,011,190","259,207","ONLINE","Unspecified","BRONX",,,,,,,,"40.87809649565","-73.90258191621","(40.878096495652684, -73.90258191620947)"
"54362176","06/03/2022 11:17:47 AM","06/07/2022 01:23:23 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10024","160 WEST   78 STREET","WEST   78 STREET","COLUMBUS AVENUE","AMSTERDAM AVENUE","COLUMBUS AVENUE","AMSTERDAM AVENUE","ADDRESS","NEW YORK","WEST   78 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/04/2022 10:36:53 AM","07 MANHATTAN","1011490007","MANHATTAN","990,443","224,166","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.78195794808","-73.97763775127","(40.78195794808285, -73.97763775127014)"
"54350880","06/02/2022 03:03:23 PM","06/08/2022 01:10:47 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10011","348 WEST   21 STREET","WEST   21 STREET","8 AVENUE","9 AVENUE","8 AVENUE","9 AVENUE","ADDRESS","NEW YORK","WEST   21 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/06/2022 06:58:00 AM","04 MANHATTAN","1007440066","MANHATTAN","984,022","210,551","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.74459044801","-74.0008228214","(40.744590448009724, -74.00082282140119)"
"54352063","06/02/2022 10:11:47 AM","06/08/2022 02:02:53 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10456","1300 FULTON AVENUE","FULTON AVENUE","WINIFRED A R BAMA WAY","EAST  170 STREET","WINIFRED A R BAMA WAY","EAST  170 STREET","ADDRESS","BRONX","FULTON AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/04/2022 07:13:25 PM","03 BRONX","2029310003","BRONX","1,011,057","242,654","PHONE","Unspecified","BRONX",,,,,,,,"40.83266388493","-73.90312905331","(40.83266388493413, -73.90312905331145)"
"54356918","06/02/2022 08:22:10 AM","06/03/2022 09:00:22 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10002","37B ALLEN STREET","ALLEN STREET","CANAL STREET","HESTER STREET","CANAL STREET","HESTER STREET","ADDRESS","NEW YORK","ALLEN STREET",,"Closed",,"The Department of Sanitation investigated this complaint and no DSNY related conditions/violations were observed. Location will be referred to the appropriate agency for further action.","06/03/2022 08:59:48 AM","03 MANHATTAN","1003000019","MANHATTAN","986,457","200,123","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.71596786786","-73.99203865354","(40.715967867864656, -73.99203865354198)"
"54349618","06/01/2022 04:16:58 PM","08/02/2022 08:15:40 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11217","4 AVENUE","4 AVENUE","4 AVENUE","PACIFIC STREET","4 AVENUE","PACIFIC STREET","INTERSECTION",,,,"Closed",,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).","07/30/2022 12:17:21 PM","02 BROOKLYN",,"BROOKLYN","990,141","188,391","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.68376458408","-73.97875956362","(40.68376458408098, -73.97875956361523)"
"54347225","06/01/2022 01:52:21 PM","07/30/2022 11:23:36 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10027","23 WEST  126 STREET","WEST  126 STREET","5 AVENUE","SYLVIA P WOODS WAY","5 AVENUE","SYLVIA P WOODS WAY","ADDRESS","NEW YORK","WEST  126 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/02/2022 01:33:53 PM","10 MANHATTAN","1017240026","MANHATTAN","1,000,104","233,478","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.8075048116","-73.94273095604","(40.80750481160139, -73.94273095603701)"
"54348496","06/01/2022 01:02:40 PM","06/16/2022 12:16:39 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Street","11222","685 MEEKER AVENUE","MEEKER AVENUE","SUTTON STREET","MORGAN AVENUE","SUTTON STREET","MORGAN AVENUE","ADDRESS","BROOKLYN","MEEKER AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/03/2022 01:05:02 PM","01 BROOKLYN","3027070002","BROOKLYN","1,000,881","202,695","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.72301203077","-73.94000038151","(40.723012030773276, -73.9400003815074)"
"54334609","05/31/2022 02:20:40 AM","06/01/2022 11:29:08 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10016","167 EAST   33 STREET","EAST   33 STREET","LEXINGTON AVENUE","3 AVENUE","LEXINGTON AVENUE","3 AVENUE","ADDRESS","NEW YORK","EAST   33 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","05/31/2022 12:43:29 PM","06 MANHATTAN","1008890036","MANHATTAN","989,942","210,856","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.74542576774","-73.97945807815","(40.74542576774431, -73.97945807815275)"
"54320917","05/30/2022 05:41:32 AM","06/08/2022 01:22:38 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10018","257 WEST   39 STREET","WEST   39 STREET","7 AVENUE","8 AVENUE","7 AVENUE","8 AVENUE","ADDRESS","NEW YORK","WEST   39 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","05/31/2022 06:09:51 AM","05 MANHATTAN","1007890009","MANHATTAN","987,051","214,270","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.75479772435","-73.98989001793","(40.754797724349295, -73.98989001793399)"
"54324402","05/30/2022 05:38:34 AM","06/08/2022 01:22:17 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10016","5 AVENUE","5 AVENUE","5 AVENUE","WEST   37 STREET","5 AVENUE","WEST   37 STREET","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","05/31/2022 06:06:01 AM","05 MANHATTAN",,"MANHATTAN","988,912","212,647","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.75034221522","-73.98317401492","(40.75034221521698, -73.98317401491664)"
"54306345","05/28/2022 06:05:21 PM","06/02/2022 11:12:36 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10009","AVENUE B","AVENUE B","AVENUE B","EAST    5 STREET","AVENUE B","EAST    5 STREET","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","05/31/2022 03:43:10 AM","03 MANHATTAN",,"MANHATTAN","989,216","203,007","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.72388263461","-73.98208394104","(40.7238826346116, -73.9820839410372)"
"54300352","05/27/2022 07:13:38 PM","05/28/2022 02:15:06 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10309","78 WATERBURY AVENUE","WATERBURY AVENUE","SEGUINE AVENUE","BAYVIEW AVENUE","SEGUINE AVENUE","BAYVIEW AVENUE","ADDRESS","STATEN ISLAND","WATERBURY AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","05/28/2022 06:39:56 AM","03 STATEN ISLAND",,"STATEN ISLAND","928,183","130,658","PHONE","Unspecified","STATEN ISLAND",,,,,,,,"40.52512412492","-74.20167411795","(40.525124124921845, -74.2016741179519)"
"54300353","05/27/2022 02:16:06 PM","07/01/2022 10:27:03 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10029","1637 PARK AVENUE","PARK AVENUE","PEDRO PETE VELEZ CIRCLE","EAST  116 STREET","PEDRO PETE VELEZ CIRCLE","EAST  116 STREET","ADDRESS","NEW YORK","PARK AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","05/31/2022 01:35:25 PM","11 MANHATTAN","1016430071","MANHATTAN","999,939","230,434","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.7991501635","-73.94333409469","(40.799150163501075, -73.94333409469137)"
"54278465","05/25/2022 12:22:35 PM","06/02/2022 11:19:51 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Street","10003","3 AVENUE","3 AVENUE","3 AVENUE","EAST   14 STREET","3 AVENUE","EAST   14 STREET","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","05/25/2022 02:45:27 PM","03 MANHATTAN",,"MANHATTAN","987,803","206,435","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.73329233818","-73.98717987386","(40.73329233817604, -73.98717987386496)"
"54285130","05/25/2022 08:54:46 AM","07/30/2022 10:10:00 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10040","540 WEST  189 STREET","WEST  189 STREET","AMSTERDAM AVENUE","AUDUBON AVENUE","AMSTERDAM AVENUE","AUDUBON AVENUE","ADDRESS","NEW YORK","WEST  189 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/08/2022 12:41:17 PM","12 MANHATTAN","1021590043","MANHATTAN","1,004,061","250,270","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.85358603323","-73.92838759204","(40.85358603323482, -73.92838759203849)"
"54285129","05/25/2022 08:25:00 AM","06/16/2022 11:01:28 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11357","19-02 WHITESTONE EXPRESSWAY","WHITESTONE EXPRESSWAY","WHITESTONE EXPRESSWAY ET   15 SB","20 AVENUE","WHITESTONE EXPRESSWAY ET   15 SB","20 AVENUE","ADDRESS","WHITESTONE","WHITESTONE EXPRESSWAY",,"Closed",,"The Department of Sanitation cleaned the location.","05/27/2022 12:47:29 PM","07 QUEENS","4041480110","QUEENS","1,032,542","224,224","PHONE","Unspecified","QUEENS",,,,,,,,"40.78198738182","-73.82562265549","(40.781987381821736, -73.82562265548935)"
"54270431","05/24/2022 11:39:44 AM","07/01/2022 12:45:33 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10033","715 WEST  179 STREET","WEST  179 STREET","BROADWAY","SAN ROMERO DE AMERICA","BROADWAY","SAN ROMERO DE AMERICA","ADDRESS","NEW YORK","WEST  179 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/27/2022 04:36:39 AM","12 MANHATTAN","1021760030","MANHATTAN","1,001,526","248,611","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.84903789552","-73.93755533115","(40.849037895516624, -73.93755533115397)"
"54276165","05/24/2022 08:53:30 AM","06/02/2022 12:21:08 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11211","243 WITHERS STREET","WITHERS STREET","HUMBOLDT STREET","WOODPOINT ROAD","HUMBOLDT STREET","WOODPOINT ROAD","ADDRESS","BROOKLYN","WITHERS STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","05/25/2022 08:49:45 AM","01 BROOKLYN","3028660058","BROOKLYN","1,000,310","200,733","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.71762786986","-73.94206505765","(40.71762786985562, -73.94206505765342)"
"54270512","05/24/2022 08:22:33 AM","06/16/2022 11:01:27 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Street","11357","19-02 WHITESTONE EXPRESSWAY","WHITESTONE EXPRESSWAY","WHITESTONE EXPRESSWAY ET   15 SB","20 AVENUE","WHITESTONE EXPRESSWAY ET   15 SB","20 AVENUE","ADDRESS","WHITESTONE","WHITESTONE EXPRESSWAY",,"Closed",,"The Department of Sanitation cleaned the location.","05/27/2022 12:47:29 PM","07 QUEENS","4041480110","QUEENS","1,032,542","224,224","PHONE","Unspecified","QUEENS",,,,,,,,"40.78198738182","-73.82562265549","(40.781987381821736, -73.82562265548935)"
"54265792","05/23/2022 09:06:00 PM","06/02/2022 11:03:52 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10014","13 CORNELIA STREET","CORNELIA STREET","WEST    4 STREET","BLEECKER STREET","WEST    4 STREET","BLEECKER STREET","ADDRESS","NEW YORK","CORNELIA STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","05/23/2022 11:55:19 PM","02 MANHATTAN","1005900037","MANHATTAN","983,743","205,798","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.73154462867","-74.00182933674","(40.731544628670925, -74.0018293367443)"
"54259920","05/23/2022 05:07:36 PM","05/25/2022 06:55:25 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Street","10308","125 MANSION AVENUE","MANSION AVENUE","GREAT KILLS ROAD","MC KEE AVENUE","GREAT KILLS ROAD","MC KEE AVENUE","ADDRESS","STATEN ISLAND","MANSION AVENUE",,"Closed",,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).","05/25/2022 06:55:08 AM","03 STATEN ISLAND","5052000038","STATEN ISLAND","945,267","137,811","PHONE","Unspecified","STATEN ISLAND",,,,,,,,"40.54484925948","-74.14026395599","(40.54484925948244, -74.14026395599261)"
"54261011","05/23/2022 11:07:02 AM","06/02/2022 11:03:51 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10014","13 CORNELIA STREET","CORNELIA STREET","WEST    4 STREET","BLEECKER STREET","WEST    4 STREET","BLEECKER STREET","ADDRESS","NEW YORK","CORNELIA STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","05/23/2022 11:55:19 PM","02 MANHATTAN","1005900037","MANHATTAN","983,743","205,798","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.73154462867","-74.00182933674","(40.731544628670925, -74.0018293367443)"
"54262178","05/23/2022 10:16:23 AM","06/02/2022 11:03:35 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10014","11 CORNELIA STREET","CORNELIA STREET","WEST    4 STREET","BLEECKER STREET","WEST    4 STREET","BLEECKER STREET","ADDRESS","NEW YORK","CORNELIA STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","05/23/2022 11:57:09 PM","02 MANHATTAN","1005900034","MANHATTAN","983,761","205,807","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.73156933248","-74.00176439053","(40.731569332477555, -74.00176439053173)"
"54257434","05/22/2022 10:18:09 AM","05/28/2022 03:01:17 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11235","602 OCEAN VIEW AVENUE","OCEAN VIEW AVENUE","BRIGHTON    6 STREET","BRIGHTON    7 STREET","BRIGHTON    6 STREET","BRIGHTON    7 STREET","ADDRESS","BROOKLYN","OCEAN VIEW AVENUE",,"Closed",,"The Department of Sanitation cleaned the location.","05/23/2022 03:40:02 AM","13 BROOKLYN","3086760038","BROOKLYN","994,791","150,440","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.57959282576","-73.9620529231","(40.5795928257595, -73.96205292310232)"
"54255058","05/22/2022 10:07:00 AM","07/05/2022 06:50:52 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10033","BROADWAY","BROADWAY","BROADWAY","WEST  185 STREET","BROADWAY","WEST  185 STREET","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/15/2022 01:05:22 PM","12 MANHATTAN",,"MANHATTAN","1,002,390","249,956","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.85272778819","-73.93442873681","(40.85272778819471, -73.93442873681404)"
"54251469","05/22/2022 09:10:00 AM","07/30/2022 10:31:11 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10027","LENOX AVENUE","LENOX AVENUE","LENOX AVENUE","WEST  125 STREET","LENOX AVENUE","WEST  125 STREET","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","05/23/2022 01:33:14 PM","10 MANHATTAN",,"MANHATTAN","999,342","233,575","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.80777238424","-73.94548329253","(40.807772384239165, -73.94548329252599)"
